lemma,sedes,x,z
ἄμφικλος,4,1,
ἄμφιος,7,1,
ἄμφις,3,1,
ἄμφιων,1,3,+0
ἄμφιων,3,2,-1.17260393995586
ἄμφιων,5,2,-1.17260393995586
ἄμφιων,6,4,+1.17260393995586
ἄμφω,1,76,+0.567417794386835
ἄμφω,2,7,-1.96555760104839
ἄμφω,3,8,-1.92884781270875
ἄμφω,4,9,-1.89213802436911
ἄμφω,6,2,-2.14910654274659
ἄμφω,7,18,-1.56174992931234
ἄμφω,8,2,-2.14910654274659
ἄμφω,11,75,+0.530708006047194
ἄμφωτος,1,1,
ἄμφωτος,3,1,
ἄμωμος,4.5,1,
ἄμωμος,10.5,1,
ἄν,1,33,-1.55644560996984
ἄν,2,367,+1.46593516958048
ἄν,2.5,289,+0.760109718068733
ἄν,3,133,-0.651541184954771
ἄν,4,191,-0.126696618446032
ἄν,4.5,71,-1.21258192846411
ἄν,5,72,-1.20353288421396
ἄν,6,92,-1.02255199921095
ἄν,6.5,3,-1.82791693747436
ἄν,7,99,-0.959208689459893
ἄν,8,22,-1.65598509672149
ἄν,8.5,49,-1.41166090196743
ἄν,9,22,-1.65598509672149
ἄν,10,215,+0.0904804435575839
ἄν,10.5,139,-0.597246919453867
ἄν,11,13,-1.73742649497285
ἄν1,2,45,-0.0133731514037907
ἄν1,2.5,47,+0.0863440427592563
ἄν1,3,36,-0.462100525137502
ἄν1,4,73,+1.38266756687887
ἄν1,4.5,6,-1.95785843758321
ἄν1,5,12,-1.65870685509407
ἄν1,6,2,-2.1572928259093
ἄν1,6.5,4,-2.05757563174625
ἄν1,7,11,-1.70856545217559
ἄν1,8,29,-0.811110704708167
ἄν1,9,3,-2.10743422882778
ἄν1,10,56,+0.535071416492968
ἄν1,10.5,19,-1.3096966755234
ἄνακτων,10.5,1,
ἄναλκις,2.5,1,-1.90828916048439
ἄναλκις,4.5,6,-1.56107497553454
ἄναλκις,6.5,37,+0.591652971154549
ἄναλκις,8.5,3,-1.76940348650445
ἄναλκις,10.5,3,-1.76940348650445
ἄναλτος,4.5,1,-1.4142135623731
ἄναλτος,10.5,2,+0.707106781186547
ἄναντα,2.5,1,
ἄναξ,2,1,-2.56962040139699
ἄναξ,2.5,56,-1.5247116463699
ἄναξ,4.5,70,-1.25873487236301
ἄναξ,6.5,133,-0.0618393893319799
ἄναξ,8.5,2,-2.5506220603965
ἄναξ,10.5,189,+1.0020677066956
ἄναπος,10.5,2,
ἄναρχος,4.5,2,
ἄνασπις,6.5,2,
ἄνασσα,2.5,1,-2.43841800209504
ἄνασσα,4.5,7,-1.77839508423473
ἄνασσα,10.5,28,+0.531685128276362
ἄναυδος,4.5,5,+0.894427190999916
ἄναυδος,10.5,4,-1.11803398874989
ἄναυρος,10.5,5,
ἄνδηρον,4,1,
ἄνδιχα,1,3,-1.51461040040415
ἄνδιχα,7,11,+0.598799460624895
ἄνδιχα,9,1,-2.04296286566141
ἄνειμι,2,2,-2.10420134102236
ἄνειμι,2.5,2,-2.10420134102236
ἄνειμι,4,22,+0.84381678142521
ἄνειμι,4.5,3,-1.95680043489998
ἄνειμι,6,2,-2.10420134102236
ἄνειμι,6.5,17,+0.106812250813318
ἄνειμι,8,1,-2.25160224714474
ἄνειμι,10,18,+0.254213156935696
ἄνειμι,10.5,2,-2.10420134102236
ἄνεμος,2,32,-1.31891452687736
ἄνεμος,4,124,+1.15285852520191
ἄνεμος,6,69,-0.32483188636722
ἄνεμος,8,29,-1.39951582205386
ἄνεμος,10,56,-0.674104165465378
ἄνευ,2.5,3,-0.843274042711567
ἄνευ,4.5,2,-1.42302494707577
ἄνευ,6.5,6,+0.895978670381041
ἄνευθε,2.5,16,+1.02227912609545
ἄνευθε,4.5,7,-0.862163118393756
ἄνευθε,6.5,3,-1.69969300483341
ἄνευθε,10.5,8,-0.652780646783844
ἄνεω,2,9,+0.333333333333334
ἄνεω,8,1,-3
ἄνηβος,4.5,1,
ἄνηθον,10.5,1,
ἄνθεια,6,1,-1.4142135623731
ἄνθεια,7,2,+0.707106781186547
ἄνθεμον,1,1,-1.4142135623731
ἄνθεμον,9,2,+0.707106781186547
ἄνθος,1,31,+0.0301743957102202
ἄνθος,3,2,-1.99339601660642
ἄνθος,4,2,-1.99339601660642
ἄνθος,5,13,-1.2258348257277
ἄνθος,7,15,-1.08627824556793
ἄνθος,8,1,-2.06317430668631
ἄνθος,9,45,+1.0070704568286
ἄνθος,11,2,-1.99339601660642
ἄνθρα,1,2,+1
ἄνθρα,7,1,-1
ἄνθρα,9,1,-1
ἄνθρωπος,1,63,-0.99104606002383
ἄνθρωπος,2,1,-2.22869253206332
ἄνθρωπος,3,119,+0.126828172786035
ἄνθρωπος,4,2,-2.20873049219172
ἄνθρωπος,7,47,-1.31043869796951
ἄνθρωπος,8,2,-2.20873049219172
ἄνθρωπος,9,46,-1.33040073784111
ἄνθρωπος,10,167,+1.08500608662306
ἄνιπτος,2.5,2,+0.707106781186547
ἄνιπτος,10.5,1,-1.4142135623731
ἄνοδος,10,3,
ἄνοιστος,2.5,3,
ἄνοιστος,6.5,3,
ἄνολβος,2.5,1,
ἄνομος,6,1,
ἄνοος,4,1,
ἄνοσος,10.5,2,
ἄνοστος,10.5,1,
ἄντα,1,18,+1.20569969172497
ἄντα,2,1,-2.75471726177162
ἄντα,3,13,+0.0408711759906768
ἄντα,5,11,-0.42506023030304
ἄντα,9,10,-0.658025933449898
ἄντα,11,4,-2.05582015233105
ἄντεια,10,1,
ἄντην,1,5,-2.19089023002066
ἄντην,11,24,+0.456435464587638
ἄντηστις,3,1,
ἄντικλος,1,1,
ἄντικλος,7,1,
ἄντικρυς,1,4,
ἄντιτος,7,3,
ἄντιφος,1,5,-1.09544511501033
ἄντιφος,7,6,+0.912870929175276
ἄντλος,1,2,+0.707106781186547
ἄντλος,2,1,-1.4142135623731
ἄντομαι,1,11,-0.232057020212967
ἄντομαι,2,1,-2.30039133080681
ἄντομαι,3,9,-0.645723882331736
ἄντομαι,4,1,-2.30039133080681
ἄντομαι,6,2,-2.09355789974742
ἄντομαι,9,17,+1.00894356614334
ἄντρον,1,21,+1.29076074963805
ἄντρον,3,4,-1.57463940247941
ἄντρον,4,9,-0.731874651856628
ἄντρον,5,8,-0.900427601981184
ἄντρον,7,4,-1.57463940247941
ἄντρον,8,1,-2.08029825285308
ἄντρον,9,13,-0.0576628513584011
ἄντρον,10,1,-2.08029825285308
ἄντρον,11,15,+0.279443048890712
ἄντυξ,1,8,-1.95523024231313
ἄντυξ,7,24,-1.11620423794888
ἄντυξ,9,59,+0.719165146597933
ἄνυμες,7,1,
ἄνυσις,2,1,-1.37198868114007
ἄνυσις,4,2,-0.171498585142509
ἄνυσις,6,3,+1.02899151085505
ἄνυσις,8,1,-1.37198868114007
ἄνυτο,9,1,
ἄνω,1,2,-1.62081060800669
ἄνω,2.5,8,+0.360180135112598
ἄνω,4.5,1,-1.95097573185991
ἄνω,6.5,9,+0.690345258965814
ἄνω,7,1,-1.95097573185991
ἄνω,10.5,1,-1.95097573185991
ἄνω1,2,1,-0.816496580927726
ἄνω1,2.5,1,-0.816496580927726
ἄνω1,3,1,-0.816496580927726
ἄνω1,9,2,+1.22474487139159
ἄνωγα,1,11,-1.34232736155104
ἄνωγα,2.5,1,-1.54977378610768
ἄνωγα,3,10,-1.3630720040067
ἄνωγα,4,4,-1.48753985874069
ἄνωγα,4.5,19,-1.17637022190573
ἄνωγα,5,1,-1.54977378610768
ἄνωγα,6.5,18,-1.19711486436139
ἄνωγα,8,1,-1.54977378610768
ἄνωγα,8.5,3,-1.50828450119635
ἄνωγα,10.5,113,+0.773626168926701
ἄνωθεν,4.5,1,-1.4142135623731
ἄνωθεν,10.5,2,+0.707106781186547
ἄξενος,1,1,-1.78885438199983
ἄξενος,3,3,+0.894427190999916
ἄξενος,7,2,-0.447213595499958
ἄξιος,1,11,-0.812520606489352
ἄξιος,3,6,-2.1489031829521
ἄξιος,7,16,+0.523861969973399
ἄξιος,9,17,+0.791138485265949
ἄξυλος,1,1,
ἄξυλος,7,1,
ἄξων,1,12,+1.10321266730418
ἄξων,7,6,-1.44266271878239
ἄξων,9,7,-1.01835015443463
ἄξων,11,10,+0.254587538608658
ἄοικος,2.5,1,
ἄοικος,4.5,1,
ἄοκνος,4.5,1,
ἄορ,1,15,-0.00219881142390784
ἄορ,2,2,-1.18845757462217
ἄορ,2.5,3,-1.09720690053
ἄορ,3,6,-0.823454878253476
ἄορ,4,4,-1.00595622643783
ἄορ,4.5,1,-1.27970824871435
ἄορ,5,4,-1.00595622643783
ἄορ,6,1,-1.27970824871435
ἄορ,6.5,5,-0.914705552345651
ἄορ,7,6,-0.823454878253476
ἄορ,9,29,+1.27531062586653
ἄορ,10,1,-1.27970824871435
ἄορ,11,6,-0.823454878253476
ἄουτος,10.5,2,
ἄπα,2,1,
ἄπα,10,1,
ἄπάσσω,10.5,1,
ἄπαστος,4.5,4,+0.866025403784438
ἄπαστος,10.5,3,-1.15470053837925
ἄπαυστος,10.5,1,
ἄπειμι,2,1,-1.24456447594387
ἄπειμι,2.5,4,-0.753289024913396
ἄπειμι,4,16,+1.21181277920851
ἄπειμι,4.5,4,-0.753289024913396
ἄπειμι,6,1,-1.24456447594387
ἄπειμι,6.5,4,-0.753289024913396
ἄπειμι,8,2,-1.08080599226705
ἄπειμι,10,5,-0.589530541236571
ἄπειμι,10.5,3,-0.917047508590221
ἄπειμι1,2,1,
ἄπειμι1,6.5,1,
ἄπειμι2,6.5,3,+0.816496580927726
ἄπειμι2,8.5,1,-1.22474487139159
ἄπειμι2,10,1,-1.22474487139159
ἄπειρος,3,1,
ἄπης,4.5,1,
ἄπιος,2,1,-1.73205080756888
ἄπιος,4,3,+0.577350269189626
ἄπιστος,4.5,11,+0.773389191236531
ἄπιστος,8.5,2,-1.83679932918676
ἄπιστος,10.5,5,-0.966736489045664
ἄπλαστος,1,2,
ἄπλατος,1,3,+0.75
ἄπλατος,3,2,-0.5
ἄπλατος,4,1,-1.75
ἄπλατος,7,1,-1.75
ἄπλατος,9,3,+0.75
ἄπλεκτος,3,1,
ἄπλετος,1,2,-0.316227766016838
ἄπλετος,2,1,-1.47572957474524
ἄπλετος,3,3,+0.843274042711567
ἄπλετος,6,1,-1.47572957474524
ἄπλετος,7,1,-1.47572957474524
ἄπλετος,9,3,+0.843274042711567
ἄπληστος,1,1,
ἄπληστος,10.5,1,
ἄπλητός,9,1,
ἄπλητος,3,2,+0.707106781186547
ἄπλητος,8,1,-1.4142135623731
ἄπλοκος,1,8,+0.353553390593274
ἄπλοκος,7,1,-2.82842712474619
ἄπλοος,1,4,
ἄπνευστος,1,1,-2
ἄπνευστος,3,2,+0.5
ἄπνευστος,7,2,+0.5
ἄπνοος,1,9,+0.158985726703433
ἄπνοος,7,10,+0.596196475137873
ἄπνοος,9,3,-2.46427876390321
ἄποινα,4.5,3,-2.48497326654765
ἄποινα,8.5,1,-2.7351383604954
ἄποινα,10.5,26,+0.391925313851475
ἄποτμος,2.5,1,
ἄποτμος,6.5,1,
ἄποτμος,10.5,1,
ἄποτος,2,1,
ἄποτος,4,1,
ἄπους,4,3,
ἄππας,9,1,
ἄπρακτος,1,6,+0.161984774146812
ἄπρακτος,3,7,+0.755928946018454
ἄπρακτος,4.5,1,-2.8077360852114
ἄπρακτος,7,2,-2.21379191333976
ἄπρακτος,8,6,+0.161984774146812
ἄπριστος,7,1,
ἄπτερος,1,2,-1
ἄπτερος,7,4,+1
ἄπτερος,9,2,-1
ἄπυρος,2,3,+0.816496580927726
ἄπυρος,4,1,-1.22474487139159
ἄπυρος,6,1,-1.22474487139159
ἄπυστος,4.5,2,-1.22474487139159
ἄπυστος,10.5,3,+0.816496580927726
ἄπωθε,2.5,1,-1.41421356237309
ἄπωθε,4.5,4,+0.707106781186547
ἄπωθε,8.5,1,-1.41421356237309
ἄπωθεν,4.5,6,-1.06144555520604
ἄπωθεν,8.5,2,-1.95959179422654
ἄπωθεν,10.5,14,+0.734846922834954
ἄῤ,2.5,1,
ἄρα,2,976,+1.0139982675219
ἄρα,2.5,77,-1.48702914133381
ἄρα,3,41,-1.58718151810667
ἄρα,4,540,-0.198958295616129
ἄρα,4.5,26,-1.62891167509537
ἄρα,5,29,-1.62056564369763
ἄρα,6,37,-1.59830955997033
ἄρα,6.5,30,-1.61778363323172
ἄρα,7,29,-1.62056564369763
ἄρα,8,97,-1.43138893201555
ἄρα,8.5,5,-1.68733389487954
ἄρα,9,4,-1.69011590534545
ἄρα,10,299,-0.869422817901142
ἄρα,10.5,21,-1.64282172742493
ἄρα,11,1,-1.69846193674319
ἄρα,12,5,-1.68733389487954
ἄραβες,4,1,
ἄραβος,4,6,+0.707106781186547
ἄραβος,6,3,-1.41421356237309
ἄρατος,4.5,1,
ἄραψ,2.5,1,-3.46410161513775
ἄραψ,6.5,12,+0.288675134594813
ἄργεϊ,3,1,-2.44948974278318
ἄργεϊ,7,3,+0.408248290463863
ἄργεϊ,9,3,+0.408248290463863
ἄργεΐ,1,1,
ἄργεΐ,7,1,
ἄργισσα,2,1,
ἄργμα,3,1,
ἄργος,1,29,+1.3690674861885
ἄργος,2,3,-1.74628219064887
ἄργος,3,11,-0.787713059314293
ἄργος,4,6,-1.3868187663984
ἄργος,5,10,-0.907534200731115
ἄργος,6,1,-1.98592447348251
ἄργος,7,20,+0.290677213437106
ἄργος,8,1,-1.98592447348251
ἄργος,9,10,-0.907534200731115
ἄργος,11,17,-0.0687862108133606
ἄργυρος,1,8,-0.79006253052751
ἄργυρος,3,1,-2.15998746878163
ἄργυρος,7,16,+0.775565970334345
ἄργυρος,9,2,-1.9642839061739
ἄργυφος,1,4,-0.547722557505166
ἄργυφος,7,6,+1.03458705306531
ἄργυφος,9,3,-1.33887736279041
ἄρδησκον,5,1,
ἄρδω,1,3,+1
ἄρδω,4,1,-1
ἄρδω,9,1,-1
ἄρδω,11,1,-1
ἄρεϊ,1,11,-0.478617686538892
ἄρεϊ,3,1,-2.13537121686583
ἄρεϊ,5,1,-2.13537121686583
ἄρεϊ,7,19,+0.846785137722656
ἄρεϊ,9,4,-1.63834515776775
ἄρεῖ,1,1,
ἄρειος,2.5,7,-2.84763060631808
ἄρειος,6.5,84,+0.344926755598007
ἄρειος,8.5,3,-3.01347774200203
ἄρεκτος,10.5,1,
ἄρεσσαν,10.5,1,
ἄρης,1,76,+0.574925814044284
ἄρης,2,2,-2.73937567149183
ἄρης,2.5,27,-1.61967922367557
ἄρης,3,4,-2.64979995566653
ἄρης,4,1,-2.78416352940448
ἄρης,4.5,67,+0.171835092830433
ἄρης,6,2,-2.73937567149183
ἄρης,6.5,44,-0.858285639160521
ἄρης,7,40,-1.03743707081112
ἄρης,8,1,-2.78416352940448
ἄρης,8.5,1,-2.78416352940448
ἄρης,9,24,-1.75404279741352
ἄρης,10.5,86,+1.02280439317079
ἄρης,11,78,+0.664501529869584
ἄρητος,3,4,+0.866025403784439
ἄρητος,4,3,+0
ἄρητος,4.5,1,-1.73205080756888
ἄρητος,7,1,-1.73205080756888
ἄρθμιος,1,1,-1.4142135623731
ἄρθμιος,9,2,+0.707106781186547
ἄρθρον,9,1,
ἄριμοι,2,1,-1.22474487139159
ἄριμοι,4,3,+0.816496580927726
ἄριμοι,6,1,-1.22474487139159
ἄριος,7,1,
ἄριστις,10.5,1,
ἄριστος,2.5,6,-1.85406542251096
ἄριστος,4,6,-1.85406542251096
ἄριστος,4.5,69,-0.911106983793203
ἄριστος,6.5,11,-1.77922745118416
ἄριστος,8,3,-1.89896820530705
ἄριστος,8.5,13,-1.74929226265344
ἄριστος,10,1,-1.92890339383777
ἄριστος,10.5,180,+0.7502959796619
ἄριτου,10.5,1,
ἄρκευθος,3,2,+0.707106781186547
ἄρκευθος,7,1,-1.4142135623731
ἄρκιος,1,6,-0.64888568452305
ἄρκιος,7,2,-2.10887847469991
ἄρκιος,9,10,+0.811107105653813
ἄρκτιον,7,1,
ἄρκτος,1,20,-1.04149617920176
ἄρκτος,2,2,-1.83047956106732
ἄρκτος,4,3,-1.78664715096367
ἄρκτος,5,3,-1.78664715096367
ἄρκτος,6,1,-1.87431197117096
ἄρκτος,7,1,-1.87431197117096
ἄρκτος,9,1,-1.87431197117096
ἄρκτος,10,1,-1.87431197117096
ἄρκτος,11,60,+0.711800224943928
ἄρκυς,9,1,
ἄρμα,5,2,-2
ἄρμα,9,8,+0.5
ἄρνη,1,4,+0.5
ἄρνη,6,1,-2
ἄρνυμαι,1,5,+0.632455532033676
ἄρνυμαι,3,2,-1.58113883008419
ἄρος,2,1,
ἄρος,4,1,
ἄροσις,2,1,
ἄροσις,6,1,
ἄροτος,2,1,-1.50965882484814
ἄροτος,4,2,-0.862662185627507
ἄροτος,6,5,+1.07832773203438
ἄροτος,8,1,-1.50965882484814
ἄροτος,10,3,-0.215665546406877
ἄροτρον,4,1,-2.36399513761773
ἄροτρον,4.5,5,-1.81468506414639
ἄροτρον,10.5,22,+0.519882748106803
ἄρουρα,4.5,6,-3.88372673257701
ἄρουρα,6.5,6,-3.88372673257701
ἄρουρα,10.5,181,+0.257484645253725
ἄρπυιαί,1,1,
ἄρραντος,1,1,
ἄρρηκτος,1,9,+0.0155955197388105
ἄρρηκτος,2,1,-2.16777724369466
ἄρρηκτος,3,13,+1.10728190145555
ἄρρηκτος,4,6,-0.803169266548742
ἄρρηκτος,7,5,-1.07609086197793
ἄρρηκτος,8,1,-2.16777724369466
ἄρρητος,1,3,+1.02899151085505
ἄρρητος,3,2,-0.171498585142509
ἄρρητος,4,1,-1.37198868114007
ἄρρητος,8,1,-1.37198868114007
ἄρσην,1,31,+0.378657509526131
ἄρσην,3,4,-2.65438914177818
ἄρσην,5,1,-2.99139432525644
ἄρσην,7,18,-1.08169828554632
ἄρσην,9,34,+0.715662693004388
ἄρσην,11,1,-2.99139432525644
ἄρτεμις,1,66,+0.979506333832764
ἄρτεμις,3,12,-1.6408977665859
ἄρτεμις,7,34,-0.57332572567459
ἄρτεμις,9,23,-1.10711174613024
ἄρτι,1,17,+0.830099425367813
ἄρτι,3,2,-1.77798322865944
ἄρτι,5,1,-1.95185540559459
ἄρτι,9,9,-0.560877990113387
ἄρτι,11,2,-1.77798322865944
ἄρτιος,7,2,-1.58113883008419
ἄρτιος,9,5,+0.632455532033676
ἄρτος,1,3,+0.577350269189626
ἄρτος,11,1,-1.73205080756888
ἄρχευ’,1,1,
ἄρχμενοι,1,1,
ἄρχω,1,48,+0.0975544976847573
ἄρχω,2,7,-1.78514876773441
ἄρχω,3,30,-0.728998155426096
ἄρχω,4,8,-1.73922917589492
ἄρχω,5,47,+0.0516349058452654
ἄρχω,6,6,-1.8310683595739
ἄρχω,7,5,-1.87698795141339
ἄρχω,8,5,-1.87698795141339
ἄρχω,9,71,+1.15370510999307
ἄρχω,11,6,-1.8310683595739
ἄσβεστος,1,8,+1.06144555520604
ἄσβεστος,3,2,-1.63299316185545
ἄσβεστος,4,4,-0.734846922834954
ἄσβεστος,7,2,-1.63299316185545
ἄσβεστος,8,6,+0.163299316185545
ἄσβολος,7,1,
ἄση,6.5,1,
ἄσθμα,1,16,-0.331271207768375
ἄσθμα,3,2,-2.2707135514305
ἄσθμα,5,1,-2.40924514740636
ἄσθμα,7,3,-2.13218195545463
ἄσθμα,9,24,+0.776981560038552
ἄσιας,1,2,-1.58113883008419
ἄσιας,7,5,+0.632455532033676
ἄσιος,1,5,+0.540738070435875
ἄσιος,4,2,-1.56814040426404
ἄσιος,7,5,+0.540738070435875
ἄσιος,9,1,-2.27109989583068
ἄσις,6.5,1,
ἄσιτος,2.5,1,
ἄσκάνιος,3,2,+0.707106781186547
ἄσκάνιος,7,1,-1.4142135623731
ἄσκαλος,9,1,
ἄσκεπτος,1,1,
ἄσκοπος,1,1,-2
ἄσκοπος,7,2,+0.5
ἄσκοπος,9,2,+0.5
ἄσκρη,1,1,
ἄσκρη,11,1,
ἄσμενος,1,5,+0.774596669241483
ἄσμενος,3,1,-1.29099444873581
ἄσμενος,7,1,-1.29099444873581
ἄσμενος,9,1,-1.29099444873581
ἄσπαρτος,1,13,+0.778289642116024
ἄσπαρτος,3,4,-1.10756602916511
ἄσπαρτος,7,1,-1.73618458625882
ἄσπαρτος,9,3,-1.31710554819635
ἄσπερμος,3,1,
ἄσπετος,1,27,-0.980577949686385
ἄσπετος,2.5,1,-2.71052858571384
ἄσπετος,3,28,-0.914041386762252
ἄσπετος,6.5,17,-1.64594357892772
ἄσπετος,7,58,+1.08205550096174
ἄσπετος,9,48,+0.416689871720409
ἄσπονδος,1,2,+1.22474487139159
ἄσπονδος,3,1,-0.816496580927726
ἄσπονδος,4,1,-0.816496580927726
ἄσπονδος,8,1,-0.816496580927726
ἄστατος,1,38,+0.784023053527092
ἄστατος,3,4,-1.65361794475478
ἄστατος,7,7,-1.43853197431815
ἄστατος,9,13,-1.00836003344487
ἄσταχυς,1,2,
ἄσταχυς,3,2,
ἄσταχυς,9,2,
ἄστιος,1,1,
ἄστοργος,1,1,-1.96039211763921
ἄστοργος,3,2,-1.05021006302101
ἄστοργος,4,2,-1.05021006302101
ἄστοργος,7,4,+0.770154046215405
ἄστοργος,8,4,+0.770154046215405
ἄστρεπτος,1,1,
ἄστρον,1,16,-1.21589970742794
ἄστρον,3,2,-1.73232096110728
ἄστρον,5,7,-1.54788479907894
ἄστρον,9,13,-1.32656140464494
ἄστρον,11,69,+0.739123610072439
ἄστρωτος,7,2,
ἄστυ,1,53,-0.576719312565525
ἄστυ,3,17,-2.02431376797497
